N-Z;N;Z;A;Element;mass_exc;mass_exc_unc;bind_ene;bind_ene_unc;beta_ene;beta_ene_unc;atomic_mass;atomic_mass_unc;delta;bind_ene_teo;Diff_bind_ene
4;58;54;112;Xe;-60026.348;8.283;8230.0646;0.0740;-13612;116;935559.068;8.891;-1;8418.55500758431;-188.49040758430965
2;57;55;112;Cs;-46415;116;8102.0;1;*;;950172;124;1;8288.5968203903;-186.5968203902994
33;73;40;113;Zr;-26340;300;8027.0;3;13870;500;971723;322;0;8103.197446575075;-76.19744657507545
31;72;41;113;Nb;-40210;400;8143.0;4;12440;500;956833;429;0;8237.903881182174;-94.90388118217379
29;71;42;113;Mo;-52650;300;8246.0;3;10162;300;943478;322;0;8355.658895951103;-109.65889595110275
27;70;43;113;Tc;-62811.549;3.353;8329.4652;0.0297;9056.2674;38.4285;932569.032;3.600;0;8456.462490881862;-126.99729088186177
25;69;44;113;Ru;-71867.816;38.282;8402.6857;0.3388;6899.1276;38.9406;922846.729;41.097;0;8540.314665974443;-137.62896597444342
23;68;45;113;Rh;-78766.944;7.132;8456.8165;0.0631;4823.5559;9.8809;915440.212;7.656;0;8607.215421228855;-150.3989212288543
21;67;46;113;Pd;-83590.500;6.947;8492.5795;0.0615;3436.3252;18.0341;910261.912;7.458;0;8657.164756645092;-164.58525664509216
19;66;47;113;Ag;-87026.825;16.643;8516.066;0.1473;2016.4615;16.6410;906572.865;17.866;0;8690.162672223158;-174.09667222315693
17;65;48;113;Cd;-89043.286;0.245;8526.9874;0.0022;323.8370;0.2653;904408.105;0.262;0;8706.20916796305;-179.2217679630503
15;64;49;113;In;-89367.123;0.188;8522.9297;0.0017;-1038.9941;1.5733;904060.451;0.202;0;8705.304243864768;-182.37454386476747
13;63;50;113;Sn;-88328.129;1.575;8506.8117;0.0139;-3911.1637;17.1206;905175.857;1.690;0;8687.447899928316;-180.63619992831627
11;62;51;113;Sb;-84416.966;17.193;8465.2762;0.1521;-6069.9281;32.8102;909374.664;18.457;0;8652.64013615369;-187.3639361536898
9;61;52;113;Te;-78347.037;27.945;8404.6366;0.2473;-7227.5210;29.0704;915891.000;30.000;0;8600.880952540892;-196.24435254089258
7;60;53;113;I;-71119.517;8.011;8333.7528;0.0709;-8915.8902;10.5334;923650.062;8.600;0;8532.17034908992;-198.4175490899197
5;59;54;113;Xe;-62203.626;6.840;8247.9277;0.0605;-10439.0876;10.9702;933221.663;7.342;0;8446.508325800776;-198.58062580077603
3;58;55;113;Cs;-51764.539;8.577;8148.623;0.0759;-12055;300;944428.484;9.207;0;8343.89488267346;-195.2718826734599
1;57;56;113;Ba;-39710;300;8035.0;3;*;;957370;322;0;8224.33001970797;-189.33001970796977
32;73;41;114;Nb;-34960;500;8097.0;4;14720;583;962469;537;1;8181.552952223918;-84.5529522239176
30;72;42;114;Mo;-49680;300;8219.0;3;8920;527;946666;322;-1;8322.214504493777;-103.21450449377699
28;71;43;114;Tc;-58600.294;433.145;8290.2599;3.7995;11620.9190;433.1594;937090.000;465.000;1;8409.400561234477;-119.1406612344781
26;70;44;114;Ru;-70221.213;3.556;8385.3351;0.0312;5489.0622;71.6432;924614.430;3.817;-1;8516.723480970335;-131.38838097033477
24;69;45;114;Rh;-75710.275;71.561;8426.6221;0.6277;7780.0712;71.8915;918721.680;76.824;1;8570.570905177034;-143.94880517703314
22;68;46;114;Pd;-83490.346;6.948;8488.0056;0.0610;1440.4642;8.3133;910369.430;7.459;-1;8644.55519237889;-156.54959237888943
20;67;47;114;Ag;-84930.811;4.564;8493.7786;0.0400;5084.1233;4.5727;908823.029;4.900;1;8665.063984051589;-171.28538405158906
18;66;48;114;Cd;-90014.934;0.276;8531.5135;0.0024;-1445.1268;0.3817;903364.998;0.296;-1;8705.709638719445;-174.19613871944603
16;65;49;114;In;-88569.807;0.301;8511.9742;0.0027;1989.9281;0.3018;904916.405;0.323;1;8692.879797858142;-180.90559785814185
14;64;50;114;Sn;-90559.735;0.029;8522.5671;0.0004;-6063.1189;19.7724;902780.130;0.031;-1;8700.186819991999;-177.61971999199886
12;63;51;114;Sb;-84496.616;19.772;8462.5191;0.1734;-2606.9398;31.4275;909289.155;21.226;1;8654.018346596693;-191.4992465966934
10;62;52;114;Te;-81889.676;24.428;8432.7885;0.2143;-9250.7417;31.5883;912087.820;26.224;-1;8627.986736196548;-195.19823619654744
8;61;53;114;I;-72638.935;20.027;8344.779;0.1757;-5553.0360;22.9354;922018.900;21.500;1;8548.479630267246;-203.7006302672453
6;60;54;114;Xe;-67085.899;11.178;8289.2054;0.0981;-12399.9706;85.7989;927980.329;12.000;-1;8489.109387333096;-199.90398733309485
4;59;55;114;Cs;-54685.928;85.068;8173.5711;0.7462;-8780.4915;133.3375;941292.244;91.323;1;8376.263648869792;-202.6925488697916
2;58;56;114;Ba;-45905.437;102.676;8089.6865;0.9007;*;;950718.489;110.227;-1;8283.554773401644;-193.86827340164382
33;74;41;115;Nb;-30880;500;8061.0;4;13670;640;966849;537;0;8142.589699769612;-81.5896997696118
31;73;42;115;Mo;-44550;400;8173.0;3;11247;445;952174;429;0;8269.179506984654;-96.17950698465393
29;72;43;115;Tc;-55796;196;8264.0;2;10309;197;940100;210;0;8379.374935536467;-115.37493553646709
27;71;44;115;Ru;-66105.296;25.166;8346.814;0.2188;8123.9327;26.1788;929033.049;27.016;0;8473.175985425049;-126.36198542504826
25;70;45;115;Rh;-74229.228;7.319;8410.6538;0.0636;6196.5938;15.3503;920311.649;7.857;0;8550.582656650397;-139.92885665039648
23;69;46;115;Pd;-80425.822;13.547;8457.7342;0.1178;4556.7647;21.6496;913659.333;14.543;0;8611.594949212513;-153.86074921251202
21;68;47;115;Ag;-84982.587;18.268;8490.5553;0.1589;3101.8930;18.2744;908767.445;19.611;0;8656.212863111401;-165.65756311140103
19;67;48;115;Cd;-88084.480;0.651;8510.7252;0.0057;1451.8768;0.6514;905437.426;0.699;0;8684.436398347056;-173.71119834705496
17;66;49;115;In;-89536.357;0.012;8516.5472;0.0003;497.4892;0.0097;903878.772;0.012;0;8696.26555491948;-179.71835491947968
15;65;50;115;Sn;-90033.846;0.015;8514.0702;0.0003;-3030.4336;16.0253;903344.695;0.016;0;8691.700332828676;-177.6301328286754
13;64;51;115;Sb;-87003.412;16.025;8480.9156;0.1394;-4940.6447;32.2137;906598.000;17.203;0;8670.740732074639;-189.82513207463853
11;63;52;115;Te;-82062.767;27.945;8431.1504;0.2430;-5724.9628;40.1840;911902.000;30.000;0;8633.38675265737;-202.23635265736993
9;62;53;115;I;-76337.805;28.876;8374.5651;0.2511;-7681.0475;31.3126;918048.000;31.000;0;8579.638394576872;-205.07329457687229
7;61;54;115;Xe;-68656.757;12.109;8300.9704;0.1053;-8957;103;926293.943;13.000;0;8509.495657833142;-208.52525783314195
5;60;55;115;Cs;-59699;102;8216.0;1;-10779;225;935910;110;0;8422.95854242618;-206.95854242618043
3;59;56;115;Ba;-48920;200;8116.0;2;*;;947482;215;0;8320.027048355989;-204.02704835598888
34;75;41;116;Nb;-25230;300;8012.0;3;15980;583;972914;322;1;8084.518727816622;-72.51872781662223
32;74;42;116;Mo;-41210;500;8143.0;4;10003;582;955759;537;-1;8233.203817877797;-90.20381787779661
30;73;43;116;Tc;-51214;298;8223.0;3;12855;298;945020;320;1;8329.90413359126;-106.90413359126069
28;72;44;116;Ru;-64068.917;3.726;8326.884;0.0321;6666.8252;73.9257;931219.191;4.000;-1;8446.336495218498;-119.45249521849837
26;71;45;116;Rh;-70735.742;73.832;8377.6123;0.6365;9095.2839;74.1690;924062.060;79.261;1;8510.784082498023;-133.17178249802237
24;70;46;116;Pd;-79831.026;7.135;8449.2755;0.0615;2711.6378;7.8446;914297.872;7.659;-1;8594.963715691323;-145.68821569132342
22;69;47;116;Ag;-82542.664;3.260;8465.9073;0.0281;6169.8248;3.2642;911386.809;3.500;1;8627.158574536912;-161.2512745369113
20;68;48;116;Cd;-88712.489;0.160;8512.3511;0.0014;-462.7305;0.2720;904763.230;0.172;-1;8679.085479296275;-166.7343792962747
18;67;49;116;In;-88249.758;0.220;8501.6177;0.0019;3276.2204;0.2397;905259.992;0.236;1;8679.027609707928;-177.409909707927
16;66;50;116;Sn;-91525.979;0.096;8523.1166;0.0009;-4703.9591;5.1540;901742.825;0.103;-1;8698.701786033353;-175.58518603335324
14;65;51;116;Sb;-86822.020;5.154;8475.8208;0.0444;-1558.2272;24.7485;906792.732;5.533;1;8666.391188011066;-190.57038801106683
12;64;52;116;Te;-85263.793;24.206;8455.6435;0.2087;-7843.1388;75.3230;908465.558;25.986;-1;8653.812635902555;-198.16913590255535
10;63;53;116;I;-77420.654;75.037;8381.2858;0.6469;-4373.7764;75.8444;916885.513;80.555;1;8589.249309446333;-207.96350944633377
8;62;54;116;Xe;-73046.877;13.017;8336.8365;0.1122;-11004;101;921580.955;13.974;-1;8544.418028903883;-207.58152890388374
6;61;55;116;Cs;-62043;100;8235.0;1;-7663;224;933395;108;1;8447.601974013725;-212.60197401372534
4;60;56;116;Ba;-54380;200;8162.0;2;-14330;379;941621;215;-1;8370.51796503734;-208.5179650373393
2;59;57;116;La;-40050;321;8032.0;3;*;;957005;345;1;8241.449181713242;-209.44918171324207
33;75;42;117;Mo;-35689;500;8096.0;4;12450;640;961686;537;0;8178.268308082117;-82.26830808211707
31;74;43;117;Tc;-48140;400;8195.0;3;11350;589;948320;429;0;8297.166485989821;-102.16648598982101
29;73;44;117;Ru;-59489.871;433.145;8285.5625;3.7021;9406.8875;433.2361;936135.000;465.000;0;8400.199623538596;-114.63712353859592
27;72;45;117;Rh;-68896.758;8.895;8359.2766;0.0760;7527.1313;11.4108;926036.291;9.548;0;8487.367720728435;-128.09112072843527
25;71;46;117;Pd;-76423.890;7.255;8416.9243;0.0620;5758.0284;14.7674;917955.584;7.788;0;8558.670777559339;-141.74647755933802
23;70;47;117;Ag;-82181.918;13.572;8459.4515;0.1160;4236.4790;13.6099;911774.086;14.570;0;8614.108794031308;-154.657294031309
21;69;48;117;Cd;-86418.397;1.013;8488.974;0.0087;2524.6381;4.9829;907226.039;1.087;0;8653.681770144349;-164.70777014434861
19;68;49;117;In;-88943.035;4.881;8503.8653;0.0417;1454.7073;4.8567;904515.729;5.239;0;8677.389705898451;-173.52440589845173
17;67;50;117;Sn;-90397.742;0.483;8509.612;0.0041;-1758.1788;8.4449;902954.036;0.518;0;8685.232601293621;-175.6206012936218
15;66;51;117;Sb;-88639.564;8.437;8487.8981;0.0721;-3544.0634;13.0785;904841.519;9.057;0;8677.210456329856;-189.3123563298559
13;65;52;117;Te;-85095.500;13.455;8450.9203;0.1150;-4656.9321;28.1284;908646.227;14.444;0;8653.323271007157;-202.40297100715725
11;64;53;117;I;-80438.568;25.558;8404.4307;0.2184;-6253.2213;27.5845;913645.649;27.437;0;8613.571045325525;-209.14034532552432
9;63;54;117;Xe;-74185.347;10.378;8344.2976;0.0887;-7692.2462;63.2672;920358.758;11.141;0;8557.953779284959;-213.65617928495885
7;62;55;117;Cs;-66493.101;62.410;8271.8652;0.5334;-9035.1943;258.0009;928616.723;67.000;0;8486.47147288546;-214.60627288545948
5;61;56;117;Ba;-57457.906;250.339;8187.9546;2.1396;-11187;321;938316.403;268.749;0;8399.124126127028;-211.1695261270279
3;60;57;117;La;-46271;200;8086.0;2;*;;950326;215;0;8295.911739009662;-209.9117390096617
34;76;42;118;Mo;-32370;500;8067.0;4;10920;640;965249;537;-1;8140.076471724072;-73.07647172407178
32;75;43;118;Tc;-43290;400;8153.0;3;13710;447;953526;429;1;8245.609004484091;-92.6090044840912
30;74;44;118;Ru;-57000;200;8263.0;2;7887;202;938808;215;-1;8370.481982559688;-107.48198255968782
28;73;45;118;Rh;-64886.840;24.236;8322.8539;0.2054;10501.5182;24.3424;930341.116;26.018;1;8444.794146829092;-121.94024682909185
26;72;46;118;Pd;-75388.358;2.494;8405.2197;0.0211;4165.4444;3.5419;919067.273;2.677;-1;8538.446756414069;-133.227056414069
24;71;47;118;Ag;-79553.802;2.515;8433.89;0.0213;7147.8469;20.1582;914595.484;2.700;1;8581.538552192851;-147.64855219285164
22;70;48;118;Cd;-86701.649;20.001;8487.835;0.1695;526.5277;21.4501;906921.956;21.471;-1;8643.97079328721;-156.13579328721062
20;69;49;118;In;-87228.177;7.752;8485.667;0.0657;4424.6664;7.7396;906356.705;8.322;1;8655.842220575376;-170.17522057537644
18;68;50;118;Sn;-91652.843;0.499;8516.5341;0.0042;-3656.6393;2.9745;901606.630;0.536;-1;8687.054093179118;-170.5199931791176
16;67;51;118;Sb;-87996.204;3.016;8478.9156;0.0256;-305.4459;18.5521;905532.194;3.237;1;8667.705151976665;-188.78955197666437
14;66;52;118;Te;-87690.758;18.306;8469.697;0.1551;-6719.7015;26.9364;905860.104;19.652;-1;8667.696656089785;-197.99965608978528
12;65;53;118;I;-80971.056;19.760;8406.1203;0.1675;-2891.9893;22.3197;913074.000;21.213;1;8617.127346396715;-211.00704639671494
10;64;54;118;Xe;-78079.067;10.378;8374.9819;0.0880;-9669.6905;16.4423;916178.678;11.141;-1;8585.89848201922;-210.91658201921928
8;63;55;118;Cs;-68409.377;12.753;8286.4053;0.1081;-6210;201;926559.517;13.690;1;8504.10880383553;-217.70350383552977
6;62;56;118;Ba;-62200;200;8227.0;2;-12580;361;933226;215;-1;8441.659570967415;-214.65957096741477
4;61;57;118;La;-49620;300;8114.0;3;*;;946731;322;1;8328.649524293107;-214.64952429310688
35;77;42;119;Mo;-26580;300;8019.0;3;13590;583;971465;322;0;8083.518812355481;-64.5188123554808
33;76;43;119;Tc;-40170;500;8126.0;4;11910;583;956876;537;0;8210.483498542644;-84.48349854264416
31;75;44;119;Ru;-52080;300;8220.0;3;10743;300;944090;322;0;8322.0866024572;-102.08660245720057
29;74;45;119;Rh;-62822.802;9.315;8303.3953;0.0783;8584.4751;12.4416;932556.951;10.000;0;8418.328124099144;-114.93282409914355
27;73;46;119;Pd;-71407.277;8.248;8368.9594;0.0693;7238.4816;16.8566;923341.138;8.854;0;8499.208063468479;-130.2486634684792
25;72;47;119;Ag;-78645.759;14.703;8423.2126;0.1236;5331.1799;35.9259;915570.309;15.783;0;8564.726420565203;-141.51382056520197
23;71;48;119;Cd;-83976.939;37.695;8461.4381;0.3168;3721.7197;38.0880;909847.052;40.467;0;8614.883195389315;-153.4450953893156
21;70;49;119;In;-87698.658;7.310;8486.1387;0.0614;2366.3263;7.3381;905851.622;7.847;0;8649.67838794082;-163.53968794081993
19;69;50;119;Sn;-90064.985;0.725;8499.4494;0.0061;-589.4452;6.9937;903311.266;0.778;0;8669.11199821971;-169.66259821971107
17;68;51;119;Sb;-89475.539;6.998;8487.9218;0.0588;-2293.0000;2.0000;903944.062;7.512;0;8673.184026225992;-185.26222622599198
15;67;52;119;Te;-87182.539;7.278;8462.0785;0.0612;-3404.8080;22.8941;906405.699;7.813;0;8661.894471959664;-199.81597195966424
13;66;53;119;I;-83777.731;21.706;8426.8924;0.1824;-4983.2433;24.0598;910060.910;23.302;0;8635.243335420726;-208.35093542072536
11;65;54;119;Xe;-78794.488;10.378;8378.442;0.0872;-6489.4269;17.3790;915410.641;11.141;0;8593.230616609177;-214.78861660917755
9;64;55;119;Cs;-72305.061;13.940;8317.3347;0.1171;-7714.9651;200.7537;922377.327;14.965;0;8535.856315525016;-218.5216155250164
7;63;56;119;Ba;-64590.096;200.269;8245.9287;1.6829;-9570;361;930659.683;214.997;0;8463.120432168245;-217.19173216824493
5;62;57;119;La;-55020;300;8159.0;3;-11199;583;940934;322;0;8375.022966538867;-216.02296653886697
3;61;58;119;Ce;-43820;500;8058.0;4;*;;952957;537;0;8271.563918636873;-213.5639186368735
34;77;43;120;Tc;-35000;500;8083.0;4;14720;640;962426;537;1;8157.127103117356;-74.12710311735555
32;76;44;120;Ru;-49720;400;8199.0;3;8899;447;946623;429;-1;8289.822905299232;-90.82290529923193
30;75;45;120;Rh;-58620;200;8266.0;2;11660;200;937069;215;1;8373.319163171298;-107.31916317129799
28;74;46;120;Pd;-70279.604;2.296;8357.0817;0.0191;5371.9076;5.0261;924551.745;2.464;-1;8475.776906111976;-118.6952061119755
26;73;47;120;Ag;-75651.512;4.471;8395.3281;0.0373;8305.8535;5.8202;918784.765;4.800;1;8529.035104742845;-133.70700474284422
24;72;48;120;Cd;-83957.365;3.726;8458.024;0.0311;1770.3754;40.1837;909868.065;4.000;-1;8601.254788442324;-143.2307884423244
22;71;49;120;In;-85727.741;40.011;8466.2575;0.3334;5370.0000;40.0000;907967.489;42.953;1;8624.274927831995;-158.01742783199552
20;70;50;120;Sn;-91097.741;0.920;8504.488;0.0077;-2680.6076;7.1399;902202.557;0.987;-1;8666.256552290275;-161.7685522902757
18;69;51;120;Sb;-88417.133;7.199;8475.63;0.0600;945.0271;7.3530;905080.308;7.728;1;8659.038632438747;-183.4086324387481
16;68;52;120;Te;-89362.160;1.751;8476.9857;0.0146;-5615.0000;15.0000;904065.779;1.880;-1;8670.782197655828;-193.79649765582872
14;67;53;120;I;-83747.160;15.102;8423.6745;0.1258;-1574.7260;19.1760;910093.729;16.212;1;8633.326218563103;-209.6517185631037
12;66;54;120;Xe;-82172.434;11.817;8404.0322;0.0985;-8283.7857;15.4611;911784.267;12.686;-1;8614.831724538988;-210.7995245389884
10;65;55;120;Cs;-73888.649;9.970;8328.4811;0.0831;-5000.0000;300.0000;920677.277;10.702;1;8547.137686205066;-218.65658620506474
8;64;56;120;Ba;-68888.649;300.166;8280.2949;2.5014;-11319;424;926044.997;322.241;-1;8498.40513293975;-218.11023293974904
6;63;57;120;La;-57570;300;8179.0;2;-7840;583;938196;322;1;8400.473035364625;-221.4730353646246
4;62;58;120;Ce;-49730;500;8108.0;4;*;;946613;537;-1;8321.502422858115;-213.5024228581151
35;78;43;121;Tc;-31540;500;8054.0;4;13080;640;966140;537;0;8119.904326138725;-65.90432613872508
33;77;44;121;Ru;-44620;400;8156.0;3;11630;737;952098;429;0;8239.465127668309;-83.46512766830892
31;76;45;121;Rh;-56250.134;619.444;8245.2397;5.1194;9932.2030;619.4527;939613.000;665.000;0;8344.143599376494;-98.90389937649343
29;75;46;121;Pd;-66182.337;3.353;8320.8584;0.0277;8220.4934;12.5652;928950.342;3.600;0;8433.939741263282;-113.08134126328332
27;74;47;121;Ag;-74402.831;12.109;8382.3306;0.1001;6671.0057;12.2642;920125.279;13.000;0;8508.853553328676;-126.52295332867652
25;73;48;121;Cd;-81073.837;1.942;8430.9972;0.0161;4760.7564;27.4876;912963.660;2.085;0;8568.885035572672;-137.88783557267197
23;72;49;121;In;-85834.593;27.419;8463.8767;0.2266;3362.0331;27.4098;907852.778;29.435;0;8614.03418799527;-150.15748799526955
21;71;50;121;Sn;-89196.626;0.978;8485.1964;0.0081;402.5306;2.5239;904243.488;1.050;0;8644.301010596473;-159.1046105964724
19;70;51;121;Sb;-89599.157;2.506;8482.0574;0.0207;-1056.0462;25.7587;903811.353;2.690;0;8659.68550337628;-177.6281033762807
17;69;52;121;Te;-88543.111;25.835;8466.8641;0.2135;-2297.4615;25.9856;904945.065;27.734;0;8660.187666334688;-193.3235663346877
15;68;53;121;I;-86245.649;4.723;8441.4111;0.0390;-3764.6525;11.2790;907411.492;5.070;0;8645.807499471703;-204.39639947170326
13;67;54;121;Xe;-82480.997;10.243;8403.8326;0.0847;-5378.6549;13.9791;911453.012;10.995;0;8616.54500278732;-212.71240278731966
11;66;55;121;Cs;-77102.342;14.290;8352.9152;0.1181;-6357.4948;141.1765;917227.235;15.340;0;8572.400176281539;-219.48497628153928
9;65;56;121;Ba;-70744.847;141.898;8293.9083;1.1727;-8555;332;924052.286;152.333;0;8513.37301995436;-219.4647199543615
7;64;57;121;La;-62190;300;8217.0;2;-9500;500;933236;322;0;8439.46353380579;-222.46353380579058
5;63;58;121;Ce;-52690;401;8132.0;3;-11139;641;943435;430;0;8350.67171783582;-218.67171783581944
3;62;59;121;Pr;-41551;500;8033.0;4;*;;955393;537;0;8246.997572044455;-213.9975720444545
36;79;43;122;Tc;-26305;300;8011.0;2;15475;583;971760;322;1;8065.006209973085;-54.00620997308488
34;78;44;122;Ru;-41780;500;8132.0;4;10099;583;955147;537;-1;8204.953599968781;-72.95359996878142
32;77;45;122;Rh;-51880;300;8208.0;2;12737;301;944305;322;1;8297.003782310523;-89.00378231052309
30;76;46;122;Pd;-64616.169;19.561;8305.9755;0.1603;6489.9492;42.9094;930631.693;21.000;-1;8407.648583600028;-101.6730836000279
28;75;47;122;Ag;-71106.118;38.191;8352.7591;0.3130;9506.2662;38.2604;923664.446;41.000;1;8470.39617723558;-117.63707723558036
26;74;48;122;Cd;-80612.384;2.299;8424.2667;0.0188;2958.9765;50.1126;913459.050;2.468;-1;8551.738389818893;-127.47168981889263
24;73;49;122;In;-83571.361;50.060;8442.1079;0.4103;6368.5921;50.0000;910282.458;53.741;1;8585.18339474825;-143.07549474824918
22;72;50;122;Sn;-89939.953;2.448;8487.8968;0.0201;-1605.7483;3.2135;903445.494;2.627;-1;8637.223018625375;-149.32621862537417
20;71;51;122;Sb;-88334.205;2.503;8468.3222;0.0205;1979.0772;2.1265;905169.335;2.687;1;8641.365434848543;-173.04323484854285
18;70;52;122;Te;-90313.282;1.357;8478.1315;0.0111;-4234.0000;5.0000;903044.708;1.456;-1;8664.102470019474;-185.9709700194744
16;69;53;122;I;-86079.282;5.181;8437.0139;0.0425;-724.2937;12.2596;907590.094;5.561;1;8638.942297536452;-201.9283975364524
14;68;54;122;Xe;-85354.988;11.111;8424.6644;0.0911;-7210.2195;35.4720;908367.655;11.928;-1;8632.376744001196;-207.71234400119647
12;67;55;122;Cs;-78144.769;33.687;8359.1515;0.2761;-3535.8170;43.7690;916108.144;36.164;1;8577.91398281198;-218.7624828119806
10;66;56;122;Ba;-74608.952;27.945;8323.7567;0.2291;-10066;299;919904.000;30.000;-1;8542.04584057053;-218.28914057053044
8;65;57;122;La;-64543;298;8235.0;2;-6669;499;930710;320;1;8458.280490675126;-223.2804906751262
6;64;58;122;Ce;-57874;401;8174.0;3;-13094;641;937870;430;-1;8393.109759727486;-219.10975972748565
4;63;59;122;Pr;-44780;500;8060.0;4;*;;951927;537;1;8280.04182112589;-220.04182112588933
35;79;44;123;Ru;-36550;500;8089.0;4;12640;640;960762;537;0;8152.898623925226;-63.898623925226275
33;78;45;123;Rh;-49190;400;8185.0;3;11239;885;947192;429;0;8265.424638235809;-80.42463823580874
31;77;46;123;Pd;-60429.748;789.441;8270.0318;6.4182;9138.8323;790.1142;935126.000;847.500;0;8363.524910290098;-93.49311029009732
29;76;47;123;Ag;-69568.581;32.602;8337.9707;0.2651;7845.6026;32.7136;925315.060;35.000;0;8447.199440088103;-109.22874008810322
27;75;48;123;Cd;-77414.183;2.696;8395.3955;0.0219;6014.8503;19.8980;916892.460;2.894;0;8516.448227629815;-121.0527276298144
25;74;49;123;In;-83429.034;19.832;8437.9362;0.1612;4385.6489;19.8392;910435.252;21.290;0;8571.271272915237;-133.3350729152371
23;73;50;123;Sn;-87814.683;2.479;8467.2313;0.0202;1408.2079;2.4203;905727.065;2.661;0;8611.668575944372;-144.43727594437223
21;72;51;123;Sb;-89222.890;1.356;8472.3196;0.0110;-51.9128;0.0661;904215.292;1.456;0;8637.640136717217;-165.32053671721587
19;71;52;123;Te;-89170.978;1.355;8465.537;0.0110;-1228.3898;3.4448;904271.022;1.454;0;8649.185955233774;-183.64895523377345
17;70;53;123;I;-87942.588;3.686;8449.1896;0.0300;-2694.3302;9.6829;905589.753;3.956;0;8646.30603149404;-197.11643149403972
15;69;54;123;Xe;-85248.258;9.534;8420.9239;0.0775;-4204.6012;15.4121;908482.235;10.234;0;8629.000365498017;-208.07646549801757
13;68;55;123;Cs;-81043.657;12.109;8380.3796;0.0985;-5388.6934;17.1253;912996.060;13.000;0;8597.268957245706;-216.88935724570547
11;67;56;123;Ba;-75654.963;12.109;8330.2086;0.0985;-7004;196;918781.060;13.000;0;8551.111806737108;-220.90320673710812
