N-Z;N;Z;A;Element;mass_exc;mass_exc_unc;bind_ene;bind_ene_unc;beta_ene;beta_ene_unc;A2;atomic_mass;atomic_mass_unc;delta;bind_ene_teo;Diff_bind_ene
-5;10;15;25;P;19738;401;6812.0;16;*;;25;021190;430;0;6582.0366105113735;229.9633894886265
10;18;8;26;O;34661.037;164.950;6497.478;6.344;16012.161;198.932;26;037210.155;177.081;-1;5726.910639605827;770.5673603941732
8;17;9;26;F;18648.875;111.199;7083.24;4.277;18167.762;112.716;26;020020.392;119.377;1;6647.784820281462;435.4551797185377
6;16;10;26;Ne;481.114;18.429;7751.91;0.709;7341.893;18.758;26;000516.496;19.784;-1;7614.888658809052;137.02134119094808
4;15;11;26;Na;-6860.780;3.502;8004.201;0.135;9353.763;3.502;25;992634.649;3.759;1;7952.375781789317;51.82521821068258
2;14;12;26;Mg;-16214.542;0.030;8333.87;0.001;-4004.391;0.063;25;982592.971;0.032;-1;8336.092562621541;-2.222562621540419
0;13;13;26;Al;-12210.151;0.067;8149.765;0.003;-5069.136;0.085;25;986891.863;0.071;1;8090.192627906438;59.57237209356208
-2;12;14;26;Si;-7141.015;0.108;7924.708;0.004;-18114;196;25;992333.804;0.115;-1;7890.5223510432925;34.185648956707155
-4;11;15;26;P;10973;196;7198.0;8;-16106;627;26;011780;210;1;7061.235358632822;136.76464136717823
-6;10;16;26;S;27079;596;6548.0;23;*;;26;029070;640;-1;6278.178024074307;269.82197592569264
11;19;8;27;O;44670;500;6185.0;19;19220;634;27;047955;537;0;5327.764060356656;857.235939643344
9;18;9;27;F;25450.279;389.830;6867.932;14.438;18399.370;400.258;27;027322.000;418.500;0;6462.222222222225;405.70977777777443
7;17;10;27;Ne;7050.909;90.770;7520.414;3.362;12568.699;90.847;27;007569.462;97.445;0;7325.788751714681;194.62524828531878
5;16;11;27;Na;-5517.790;3.726;7956.946;0.138;9068.821;3.727;26;994076.408;4.000;0;7918.463648834023;38.48235116597698
3;15;12;27;Mg;-14586.611;0.050;8263.852;0.002;2610.251;0.069;26;984340.628;0.053;0;8240.246913580251;23.60508641974957
1;14;13;27;Al;-17196.861;0.047;8331.553;0.002;-4812.359;0.096;26;981538.408;0.050;0;8291.138545953365;40.414454046635
-1;13;14;27;Si;-12384.503;0.107;8124.341;0.004;-11662.044;26.340;26;986704.688;0.115;0;8071.138545953364;53.202454046636376
-3;12;15;27;P;-722.458;26.340;7663.438;0.976;-17750;400;26;999224.409;28.277;0;7580.24691358025;83.19108641974981
-5;11;16;27;S;17028;401;6977.0;15;*;;27;018280;430;0;6818.463648834023;158.53635116597707
12;20;8;28;O;52080;699;5988.0;25;18338;802;28;055910;750;-1;5091.071504226091;896.9284957739092
10;19;9;28;F;33741.596;393.024;6614.792;14.037;22441.859;412.748;28;036223.095;421.928;1;6109.9645538058285;504.8274461941719
8;18;10;28;Ne;11299.737;126.068;7388.346;4.502;12288.052;126.483;28;012130.767;135.339;-1;7178.969549380914;209.37645061908552
6;17;11;28;Na;-988.315;10.246;7799.264;0.366;14030.529;10.440;27;998939.000;11.000;1;7693.343334136586;105.92066586341389
4;16;12;28;Mg;-15018.845;2.001;8272.413;0.071;1831.800;2.000;27;983876.606;2.148;-1;8257.829064887606;14.583935112394101
2;15;13;28;Al;-16850.645;0.077;8309.894;0.003;4642.150;0.077;27;981910.087;0.083;1;8267.68358481921;42.21041518079073
0;14;14;28;Si;-21492.79430;0.00049;8447.744;0.000;-14345.055;1.152;27;976926.53499;0.00052;-1;8327.65005074616;120.09394925384004
-2;13;15;28;P;-7147.740;1.152;7907.479;0.041;-11220.945;160.004;27;992326.585;1.236;1;7832.985305853698;74.493694146302
-4;12;16;28;S;4073.206;160.000;7478.79;5.714;-23443;617;28;004372.766;171.767;-1;7388.432506956583;90.35749304341698
-6;11;17;28;Cl;27516;596;6614.0;21;*;;28;029540;640;1;6389.248497240054;224.75150275994565
11;20;9;29;F;40150.186;525.363;6444.031;18.116;21750.385;546.221;29;043103.000;564.000;0;5905.63308382221;538.3979161777897
9;19;10;29;Ne;18399.801;149.505;7167.067;5.155;15719.807;149.685;29;019753.000;160.500;0;6868.336176932199;298.7308230678009
7;18;11;29;Na;2679.994;7.337;7682.151;0.253;13282.824;13.557;29;002877.092;7.876;0;7595.534332474819;86.61666752518067
5;17;12;29;Mg;-10602.829;11.400;8113.202;0.393;7604.931;11.405;28;988617.393;12.238;0;8087.227550450067;25.974449549933524
3;16;13;29;Al;-18207.760;0.345;8348.464;0.012;3687.318;0.345;28;980453.164;0.370;0;8343.415830857946;5.048169142053666
1;15;14;29;Si;-21895.07838;0.00056;8448.635;0.000;-4942.230;0.359;28;976494.66525;0.00060;0;8364.099173698452;84.53582630154779
-1;14;15;29;P;-16952.848;0.359;8251.236;0.012;-13796.432;50.001;28;981800.368;0.385;0;8149.277578971594;101.95842102840652
-3;13;16;29;S;-3156.416;50.000;7748.52;1.724;-16318.592;195.192;28;996611.448;53.677;0;7698.951046677364;49.568953322636844
-5;12;17;29;Cl;13162.176;188.680;7158.832;6.506;*;;29;014130.178;202.555;0;7013.119576815763;145.7124231842372
12;21;9;30;F;48112;596;6233.0;20;24832;648;30;051650;640;1;5556.853030071494;676.1469699285062
10;20;10;30;Ne;23280.117;253.250;7034.531;8.442;14805.448;253.295;30;024992.235;271.875;-1;6692.872456795508;341.65854320449216
8;19;11;30;Na;8474.670;4.727;7501.968;0.158;17358.490;5.850;30;009097.932;5.074;1;7335.865032809398;166.1029671906017
6;18;12;30;Mg;-8883.820;3.447;8054.506;0.115;6981.024;4.496;29;990462.826;3.700;-1;8031.118993140534;23.387006859466055
4;17;13;30;Al;-15864.844;2.888;8261.128;0.096;8568.116;2.888;29;982968.388;3.100;1;8233.34610276155;27.781897238450256
2;16;14;30;Si;-24432.960;0.022;8520.654;0.001;-4232.106;0.061;29;973770.136;0.023;-1;8487.83459669981;32.81940330019097
0;15;15;30;P;-20200.854;0.065;8353.506;0.002;-6141.601;0.196;29;978313.489;0.069;1;8249.29623992795;104.2097600720499
-2;14;16;30;S;-14059.253;0.206;8122.707;0.007;-18502;196;29;984906.769;0.221;-1;8063.019267473333;59.68773252666779
-4;13;17;30;Cl;4443;196;7480.0;7;-16488;284;30;004770;210;1;7383.715444308595;96.28455569140533
-6;12;18;30;Ar;20931.147;206.155;6904.204;6.872;*;;30;022470.511;221.316;-1;6756.6730054611035;147.53099453889627
13;22;9;31;F;56143;546;6033.0;18;24961;608;31;060272;587;0;5345.651636813519;687.348363186481
11;21;10;31;Ne;31181.591;266.195;6813.09;8.587;18935.559;266.562;31;033474.816;285.772;0;6375.674388180464;437.415611819536
9;20;11;31;Na;12246.031;13.972;7398.677;0.451;15368.182;14.307;31;013146.656;15.000;0;7199.010230523217;199.66676947678297
7;19;12;31;Mg;-3122.151;3.074;7869.188;0.099;11828.555;3.801;30;996648.232;3.300;0;7815.659163841777;53.528836158223385
5;18;13;31;Al;-14950.706;2.236;8225.517;0.072;7998.330;2.236;30;983949.756;2.400;0;8225.621188136143;-0.1041881361434207
3;17;14;31;Si;-22949.036;0.043;8458.291;0.001;1491.505;0.043;30;975363.194;0.046;0;8428.896303406316;29.394696593682966
1;16;15;31;P;-24440.54095;0.00067;8481.167;0.000;-5398.016;0.229;30;973761.99863;0.00072;0;8425.4845096523;55.68249034769906
-1;15;16;31;S;-19042.525;0.229;8281.8;0.007;-12007.974;3.454;30;979557.007;0.246;0;8215.38580687409;66.41419312590915
-3;14;17;31;Cl;-7034.551;3.447;7869.209;0.111;-18360;200;30;992448.098;3.700;0;7798.600195071686;70.60880492831348
-5;13;18;31;Ar;11325;200;7252.0;6;*;;31;012158;215;0;7175.127674245092;76.87232575490816
12;22;10;32;Ne;36999;503;6671.0;16;18359;504;32;039720;540;-1;6185.586248732736;485.41375126726416
10;21;11;32;Na;18640.151;37.260;7219.881;1.164;19469.051;37.402;32;020011.026;40.000;1;6922.291735841159;297.5892641588416
8;20;12;32;Mg;-828.900;3.260;7803.84;0.102;10270.467;7.879;31;999110.139;3.500;-1;7712.241660537835;91.59833946216531
6;19;13;32;Al;-11099.367;7.173;8100.344;0.224;12978.319;7.179;31;988084.339;7.700;1;8060.461275992178;39.88272400782171
4;18;14;32;Si;-24077.686;0.298;8481.468;0.009;227.188;0.301;31;974151.539;0.320;-1;8461.925329034771;19.542670965229263
2;17;15;32;P;-24304.874;0.040;8464.12;0.001;1710.660;0.040;31;973907.643;0.042;1;8421.659072835037;42.46092716496423
0;16;16;32;S;-26015.53355;0.00132;8493.129;0.000;-12680.860;0.562;31;972071.17443;0.00141;-1;8434.637254223546;58.49174577645499
-2;15;17;32;Cl;-13334.674;0.562;8072.404;0.018;-11134.323;1.857;31;985684.637;0.603;1;8005.885126369726;66.51887363027436
-4;14;18;32;Ar;-2200.351;1.770;7700.008;0.055;-23299;401;31;997637.826;1.900;-1;7630.377436104157;69.6305638958429
-6;13;19;32;K;21098;401;6947.0;13;*;;32;022650;430;1;6813.139436596254;133.8605634037458
13;23;10;33;Ne;45997;596;6440.0;18;22217;747;33;049380;640;0;5870.783826739781;569.216173260219
11;22;11;33;Na;23780.110;449.912;7089.926;13.634;18817.813;449.921;33;025529.000;483.000;0;6762.431657789835;327.4943422101651
9;21;12;33;Mg;4962.297;2.888;7636.455;0.088;13459.677;7.559;33;005327.245;3.100;0;7471.177262071208;165.2777379287918
7;20;13;33;Al;-8497.380;6.986;8020.616;0.212;12016.945;7.021;32;990877.687;7.500;0;7997.020639583899;23.595360416101357
5;19;14;33;Si;-20514.325;0.699;8361.059;0.021;5823.021;1.295;32;977976.964;0.750;0;8339.961790327909;21.097209672090685
3;18;15;33;P;-26337.346;1.090;8513.806;0.033;248.508;1.090;32;971725.694;1.170;0;8500.000714303236;13.805285696764258
1;17;16;33;S;-26585.85434;0.00135;8497.63;0.000;-5582.517;0.391;32;971458.90985;0.00145;0;8477.137411509882;20.49258849011676
-1;16;17;33;Cl;-21003.337;0.391;8304.755;0.012;-11619.044;0.560;32;977451.989;0.419;0;8271.371881947847;33.383118052151985
-3;15;18;33;Ar;-9384.292;0.401;7928.955;0.012;-16426;196;32;989925.547;0.430;0;7882.70412561713;46.25087438287028
-5;14;19;33;K;7042;196;7407.0;6;*;;33;007560;210;0;7311.134142517732;95.86585748226844
14;24;10;34;Ne;52842;513;6287.0;15;21161;789;34;056728;551;-1;5674.904345752553;612.0956542474469
12;23;11;34;Na;31680.111;599.416;6886.437;17.630;23356.764;600.112;34;034010.000;643.500;1;6479.683588556199;406.75341144380127
10;22;12;34;Mg;8323.348;28.876;7550.39;0.849;11323.637;29.039;34;008935.481;31.000;-1;7337.899797784359;212.49020221564115
8;21;13;34;Al;-3000.289;3.074;7860.428;0.090;16956.563;14.448;33;996779.057;3.300;1;7797.6037608261895;62.82423917381038
6;20;14;34;Si;-19956.852;14.118;8336.141;0.415;4591.847;14.141;33;978575.437;15.155;-1;8310.744690292537;25.396309707462933
4;19;15;34;P;-24548.698;0.810;8448.185;0.024;5382.987;0.812;33;973645.887;0.870;1;8425.373373572551;22.811626427448573
2;18;16;34;S;-29931.685;0.045;8583.498;0.001;-5491.603;0.038;33;967867.012;0.047;-1;8593.439023277084;-9.941023277084241
0;17;17;34;Cl;-24440.082;0.049;8398.97;0.001;-6061.792;0.063;33;973762.491;0.052;1;8362.992426795285;35.977573204714645
-2;16;18;34;Ar;-18378.290;0.078;8197.672;0.002;-17158;196;33;980270.093;0.083;-1;8185.982796738002;11.689203261998045
-4;15;19;34;K;-1220;196;7670.0;6;-15072;357;33;998690;210;1;7610.460920494387;59.53907950561279
-6;14;20;34;Ca;13851;298;7204.0;9;*;;34;014870;320;-1;7088.3760106752925;115.62398932470751
13;24;11;35;Na;38231;670;6733.0;19;22592;723;35;041043;720;0;6307.296477552158;425.70352244784226
11;23;12;35;Mg;15639.784;269.668;7356.233;7.705;15863.512;269.768;35;016790.000;289.500;0;7083.7666003686645;272.46639963133566
9;22;13;35;Al;-223.728;7.359;7787.124;0.210;14167.729;36.605;34;999759.817;7.900;0;7697.196858088471;89.92714191152845
7;21;14;35;Si;-14391.457;35.857;8169.563;1.024;10466.342;35.905;34;984550.134;38.494;0;8147.587250711574;21.975749288426414
5;20;15;35;P;-24857.799;1.866;8446.249;0.053;3988.407;1.867;34;973314.053;2.003;0;8434.93777823798;11.311221762020068
3;19;16;35;S;-28846.206;0.040;8537.85;0.001;167.322;0.026;34;969032.322;0.043;0;8559.24844066768;-21.398440667679097
1;18;17;35;Cl;-29013.528;0.035;8520.278;0.001;-5966.243;0.679;34;968852.694;0.038;0;8520.519238000681;-0.24123800068082346
-1;17;18;35;Ar;-23047.284;0.680;8327.461;0.019;-11874.394;0.852;34;975257.721;0.730;0;8318.75017023698;8.710829763020229
-3;16;19;35;K;-11172.891;0.512;7965.84;0.015;-15961;196;34;988005.407;0.550;0;7953.941237376578;11.898762623422044
-5;15;20;35;Ca;4788;196;7487.0;6;*;;35;005140;210;0;7426.092439419474;60.90756058052557
14;25;11;36;Na;46303;678;6546.0;19;25923;967;36;049708;728;1;6025.458501073821;520.541498926179
12;24;12;36;Mg;20380.157;690.237;7244.419;19.173;14429.774;706.243;36;021879.000;741.000;-1;6932.323205089909;312.0957949100912
10;23;13;36;Al;5950.384;149.505;7623.515;4.153;18386.508;165.851;36;006388.000;160.500;1;7477.465999310292;146.049000689708
8;22;14;36;Si;-12436.124;71.797;8112.519;1.994;7814.911;72.985;35;986649.271;77.077;-1;8075.701698549791;36.817301450209015
6;21;15;36;P;-20251.034;13.114;8307.868;0.364;10413.096;13.112;35;978259.619;14.078;1;8312.215487993584;-4.347487993583854
4;20;16;36;S;-30664.131;0.188;8575.389;0.005;-1142.126;0.189;35;967080.699;0.201;-1;8601.82218245649;-26.433182456490613
2;19;17;36;Cl;-29522.005;0.036;8521.931;0.001;709.535;0.045;35;968306.822;0.038;1;8529.706967123693;-7.775967123692681
0;18;18;36;Ar;-30231.540;0.027;8519.909;0.001;-12814.475;0.342;35;967545.105;0.028;-1;8510.684656810008;9.224343189991487
-2;17;19;36;K;-17417.065;0.341;8142.219;0.009;-10965.916;40.001;35;981302.010;0.366;1;8129.940436700622;12.27856329937822
-4;16;20;36;Ca;-6451.149;40.000;7815.879;1.111;-21802;301;35;993074.406;42.941;-1;7802.289121610348;13.589878389651858
-6;15;21;36;Sc;15351;298;7189.0;8;*;;36;016480;320;1;7112.91589672437;76.08410327562979
15;26;11;37;Na;53534;687;6392.0;19;25323;980;37;057471;737;0;5847.437092314499;544.5629076855012
13;25;12;37;Mg;28211.474;698.947;7055.111;18.890;18401.911;721.814;37;030286.265;750.350;0;6673.328835577358;381.7821644226415
11;24;13;37;Al;9809.563;180.244;7531.315;4.871;16381.075;213.168;37;010531.000;193.500;0;7352.940894940629;178.37410505937078
9;23;14;37;Si;-6571.511;113.809;7952.903;3.076;12424.486;119.969;36;992945.191;122.179;0;7886.273270404312;66.62972959568833
7;22;15;37;P;-18995.998;37.948;8267.555;1.026;7900.419;37.947;36;979606.956;40.738;0;8273.32596196841;-5.77096196841012
5;21;16;37;S;-26896.417;0.198;8459.935;0.005;4865.121;0.196;36;971125.507;0.212;0;8514.09896963292;-54.16396963292027
3;20;17;37;Cl;-31761.538;0.052;8570.281;0.001;-813.873;0.200;36;965902.584;0.055;0;8608.592293397844;-38.311293397842746
1;19;18;37;Ar;-30947.664;0.207;8527.139;0.006;-6147.465;0.227;36;966776.314;0.221;0;8556.805933263178;-29.66693326317909
-1;18;19;37;K;-24800.199;0.094;8339.847;0.003;-11664.133;0.641;36;973375.889;0.100;0;8358.739889228927;-18.892889228927743
-3;17;20;37;Ca;-13136.066;0.634;8003.456;0.017;-16656;300;36;985897.852;0.680;0;8014.39416129509;-10.93816129509014
-5;16;21;37;Sc;3520;300;7532.0;8;*;;37;003779;322;0;7523.768749461666;8.23125053833428
14;26;12;38;Mg;34074;503;6928.0;13;17864;627;38;036580;540;-1;6511.630227046961;416.3697729530386
12;25;13;38;Al;16209.859;374.461;7377.097;9.854;20380.157;388.847;38;017402.000;402.000;1;7122.308640371613;254.7883596283864
10;24;14;38;Si;-4170.299;104.793;7892.829;2.758;10451.265;127.474;37;995523.000;112.500;-1;7785.373443954989;107.45555604501078
8;23;15;38;P;-14621.563;72.581;8147.274;1.910;12239.640;72.934;37;984303.105;77.918;1;8118.323602709811;28.950397290189358
6;22;16;38;S;-26861.203;7.172;8448.782;0.189;2936.900;7.171;37;971163.310;7.699;-1;8503.660151723358;-54.878151723358314
4;21;17;38;Cl;-29798.103;0.098;8505.481;0.003;4916.718;0.218;37;968010.418;0.105;1;8558.882055908352;-53.401055908352646
2;20;18;38;Ar;-34714.821;0.195;8614.28;0.005;-5914.066;0.045;37;962732.104;0.209;-1;8666.490350352073;-52.210350352072055
0;19;19;38;K;-28800.755;0.195;8438.058;0.005;-6742.256;0.063;37;969081.116;0.209;1;8443.983999967239;-5.925999967237658
-2;18;20;38;Ca;-22058.499;0.194;8240.043;0.005;-17809;200;37;976319.226;0.208;-1;8273.864039841132;-33.821039841132006
-4;17;21;38;Sc;-4249;200;7751.0;5;-15119;361;37;995438;215;1;7773.629434886469;-22.629434886469426
-6;16;22;38;Ti;10870;300;7332.0;8;*;;38;011669;322;-1;7325.781220190532;6.218779809468288
15;27;12;39;Mg;42275;513;6747.0;13;21625;650;39;045384;551;0;6253.146091694982;493.8539083050182
13;26;13;39;Al;20650;400;7281.0;10;18330;422;39;022169;429;0;6982.5641072470535;298.43589275294653
11;25;14;39;Si;2320.352;135.532;7730.979;3.475;15094.986;176.232;39;002491.000;145.500;0;7579.976589684317;151.00241031568294
9;24;15;39;P;-12774.634;112.645;8097.969;2.888;10388.033;123.243;38;986285.865;120.929;0;8045.3835390067725;52.58546099322757
7;23;16;39;S;-23162.667;50.000;8344.269;1.282;6637.538;50.030;38;975133.852;53.677;0;8378.784955214418;-34.51595521441777
5;22;17;39;Cl;-29800.205;1.732;8494.402;0.044;3441.985;5.292;38;968008.162;1.859;0;8580.180838307257;-85.77883830725659
3;21;18;39;Ar;-33242.190;5.000;8562.598;0.128;565.000;5.000;38;964313.039;5.367;0;8649.571188285283;-86.97318828528296
1;20;19;39;K;-33807.19010;0.00458;8557.025;0.000;-6524.488;0.596;38;963706.48661;0.00492;0;8586.956005148504;-29.931005148504482
-1;19;20;39;Ca;-27282.702;0.596;8369.67;0.015;-13109.993;24.007;38;970710.813;0.640;0;8392.335288896917;-22.665288896916536
-3;18;21;39;Sc;-14172.709;24.000;8013.456;0.615;-16373;202;38;984784.970;25.765;0;8065.7090395305195;-52.253039530519345
-5;17;22;39;Ti;2200;200;7574.0;5;*;;39;002362;215;0;7607.077257049314;-33.07725704931363
16;28;12;40;Mg;48350;500;6628.0;13;20760;640;40;051906;537;-1;6086.572811713437;541.4271882865633
14;27;13;40;Al;27590;400;7127.0;10;22160;528;40;029619;429;1;6747.413305527441;379.58669447255943
12;26;14;40;Si;5429.679;345.119;7661.754;8.628;13544.049;377.749;40;005829.000;370.500;-1;7459.692089774772;202.06191022522762
10;25;15;40;P;-8114.370;153.582;7980.796;3.840;14723.476;153.633;39;991288.865;164.876;1;7869.234066516573;111.56193348342731
8;24;16;40;S;-22837.846;3.982;8329.325;0.100;4719.967;32.312;39;975482.562;4.274;-1;8330.214333691698;-0.8893336916971748
6;23;17;40;Cl;-27557.813;32.066;8427.765;0.802;7482.082;32.066;39;970415.469;34.423;1;8488.457793361295;-60.69279336129512
4;22;18;40;Ar;-35039.89464;0.00224;8595.259;0.000;-1504.403;0.056;39;962383.12378;0.00240;-1;8698.139543464215;-102.8805434642145
2;21;19;40;K;-33535.492;0.056;8538.09;0.001;1310.893;0.060;39;963998.166;0.060;1;8605.084486061605;-66.99448606160513
0;20;20;40;Ca;-34846.384;0.021;8551.303;0.001;-14323.050;2.828;39;962590.865;0.022;-1;8563.467719092321;-12.16471909232132
-2;19;21;40;Sc;-20523.335;2.828;8173.669;0.071;-11672.950;160.025;39;977967.292;3.036;1;8219.114144617506;-45.44514461750623
-4;18;22;40;Ti;-8850.384;160.000;7862.286;4.000;-21020;340;39;990498.721;171.767;-1;7926.19886057602;-63.91286057601974
-6;17;23;40;V;12170;300;7317.0;7;*;;40;013065;322;1;7330.546769028999;-13.546769028998824
15;28;13;41;Al;33420;500;7008.0;12;21300;747;41;035878;537;0;6598.6604344780735;409.3395655219265
13;27;14;41;Si;12119.668;554.705;7508.573;13.529;17099.435;567.571;41;013011.000;595.500;0;7245.48767892836;263.08532107164046
11;26;15;41;P;-4979.767;120.163;7906.551;2.931;14028.810;120.233;40;994654.000;129.000;0;7772.567709327082;133.98329067291797
9;25;16;41;S;-19008.577;4.099;8229.635;0.100;8298.611;68.846;40;979593.451;4.400;0;8179.900525674249;49.73447432575085
7;24;17;41;Cl;-27307.189;68.723;8412.959;1.676;5760.317;68.724;40;970684.525;73.777;0;8467.486127969854;-54.52712796985361
5;23;18;41;Ar;-33067.505;0.347;8534.372;0.008;2492.038;0.347;40;964500.571;0.372;0;8635.324516213901;-100.95251621390162
3;22;19;41;K;-35559.54331;0.00380;8576.072;0.000;-421.653;0.138;40;961825.25796;0.00408;0;8683.415690406386;-107.34369040638558
1;21;20;41;Ca;-35137.890;0.138;8546.706;0.003;-6495.478;0.158;40;962277.921;0.147;0;8611.759650547314;-65.05365054731374
-1;20;21;41;Sc;-28642.412;0.083;8369.198;0.002;-12944.875;27.945;40;969251.104;0.088;0;8420.356396636678;-51.158396636677935
-3;19;22;41;Ti;-15697.537;27.945;8034.388;0.682;-16018;202;40;983148.000;30.000;0;8109.205928674486;-74.81792867448621
-5;18;23;41;V;320;200;7625.0;5;*;;41;000344;215;0;7678.308246660732;-53.30824666073204
16;29;13;42;Al;40100;600;6874.0;14;23630;781;42;043049;644;1;6363.318724466847;510.681275533153
14;28;14;42;Si;16470;500;7418.0;12;15460;591;42;017681;537;-1;7112.66894352553;305.33105647446973
12;27;15;42;P;1009.740;314.379;7767.866;7.485;18647.485;314.392;42;001084.000;337.500;1;7583.171981110214;184.6940188897861
10;26;16;42;S;-17637.746;2.794;8193.227;0.067;7194.021;59.681;41;981065.100;3.000;-1;8104.008317140021;89.21868285997971
8;25;17;42;Cl;-24831.767;59.616;8345.886;1.419;9590.908;59.895;41;973342.000;64.000;1;8345.99747169583;-0.11147169582909555
6;24;18;42;Ar;-34422.675;5.775;8555.613;0.138;599.351;5.776;41;963045.736;6.200;-1;8638.319924696763;-82.70692469676396
4;23;19;42;K;-35022.026;0.106;8551.256;0.003;3525.219;0.183;41;962402.306;0.113;1;8651.795196223693;-100.53919622369358
2;22;20;42;Ca;-38547.245;0.149;8616.563;0.004;-6426.092;0.097;41;958617.828;0.159;-1;8715.603766195753;-99.04076619575244
0;21;21;42;Sc;-32121.153;0.169;8444.933;0.004;-7016.479;0.224;41;965516.522;0.181;1;8500.565154693808;-55.632154693807024
-2;20;22;42;Ti;-25104.674;0.277;8259.247;0.007;-17485;196;41;973049.022;0.297;-1;8335.859841636991;-76.61284163699202
-4;19;23;42;V;-7620;196;7824.0;5;-14350;445;41;991820;210;1;7892.307347106173;-68.30734710617344
-6;18;24;42;Cr;6730;400;7464.0;10;*;;42;007225;429;-1;7499.088151020482;-35.088151020481746
17;30;13;43;Al;47020;800;6741.0;19;23919;998;43;050478;859;0;6209.91290008823;531.0870999117697
15;29;14;43;Si;23101;596;7279.0;14;18421;814;43;024800;640;0;6894.651093805445;384.34890619455473
13;28;15;43;P;4679.826;554.705;7689.572;12.900;16875.285;554.727;43;005024.000;595.500;0;7470.24844743625;219.32355256375013
11;27;16;43;S;-12195.459;4.970;8063.827;0.116;11964.049;62.058;42;986907.635;5.335;0;7936.704960980648;127.12203901935209
9;26;17;43;Cl;-24159.508;61.858;8323.866;1.439;7850.300;62.086;42;974063.700;66.407;0;8294.020634438637;29.845365561362996
7;25;18;43;Ar;-32009.808;5.310;8488.237;0.123;4565.581;5.325;42;965636.055;5.700;0;8542.19546781022;-53.9584678102201
5;24;19;43;K;-36575.389;0.410;8576.22;0.010;1833.434;0.469;42;960734.703;0.440;0;8681.229461095392;-105.00946109539291
3;23;20;43;Ca;-38408.822;0.228;8600.663;0.005;-2220.720;1.865;42;958766.430;0.244;0;8711.122614294158;-110.45961429415729
1;22;21;43;Sc;-36188.102;1.863;8530.825;0.043;-6867.020;7.481;42;961150.472;1.999;0;8631.874927406516;-101.04992740651505
-1;21;22;43;Ti;-29321.082;7.245;8352.932;0.168;-11404.726;43.457;42;968522.521;7.777;0;8443.486400432466;-90.55440043246563
-3;20;23;43;V;-17916.356;42.849;8069.512;0.996;-15946;402;42;980766.000;46.000;0;8145.957033372007;-76.44503337200695
-5;19;24;43;Cr;-1970;400;7680.0;9;*;;42;997885;429;0;7739.28682622514;-59.28682622514043
16;30;14;44;Si;28513;596;7174.0;14;18063;778;44;030610;640;-1;6754.202098995236;419.79790100476384
14;29;15;44;P;10450;500;7567.0;11;19655;500;44;011219;537;1;7273.244718351847;293.75528164815296
12;28;16;44;S;-9204.233;5.216;7996.015;0.119;11180.290;136.421;43;990118.848;5.600;-1;7841.418508601597;154.5964913984035
10;27;17;44;Cl;-20384.523;136.321;8232.332;3.098;12288.731;136.330;43;978116.312;146.346;1;8151.730100719846;80.60189928015461
8;26;18;44;Ar;-32673.255;1.584;8493.84;0.036;3108.237;1.638;43;964923.816;1.700;-1;8511.17286373123;-17.332863731229736
6;25;19;44;K;-35781.492;0.419;8546.701;0.010;5687.183;0.530;43;961586.986;0.450;1;8612.753428611117;-66.05242861111765
4;24;20;44;Ca;-41468.675;0.325;8658.175;0.007;-3652.690;1.757;43;955481.543;0.348;-1;8763.465164384137;-105.29016438413782
2;23;21;44;Sc;-37815.985;1.756;8557.379;0.040;-267.416;1.890;43;959402.867;1.884;1;8656.314702025657;-98.9357020256557
0;22;22;44;Ti;-37548.569;0.700;8533.52;0.016;-13432.189;181.643;43;959689.951;0.751;-1;8598.295410560315;-64.77541056031441
-2;21;23;44;V;-24116.380;181.641;8210.463;4.128;-10756;351;43;974110.000;195.000;1;8282.413920963472;-71.95092096347253
-4;20;24;44;Cr;-13360;300;7948.0;7;-20390;583;43;985657;322;-1;8015.663602259766;-67.66360225976587
-6;19;25;44;Mn;7030;500;7467.0;11;*;;44;007547;537;1;7491.0510854245595;-24.05108542455946
17;31;14;45;Si;37490;700;6995.0;16;21890;860;45;040247;751;0;6535.852473140062;459.1475268599379
15;30;15;45;P;15600;500;7464.0;11;19589;1150;45;016747;537;0;7149.507032049628;314.4929679503721
13;29;16;45;S;-3989.589;1035.356;7881.807;23.008;14272.954;1044.271;44;995717.000;1111.500;0;7663.2603727996975;218.54662720030228
11;28;17;45;Cl;-18262.543;136.163;8181.598;3.026;11508.254;136.164;44;980394.353;146.177;0;8077.1124953902745;104.48550460972547
9;27;18;45;Ar;-29770.796;0.512;8419.952;0.011;6844.841;0.731;44;968039.733;0.550;0;8391.06339982136;28.888600178639535
7;26;19;45;K;-36615.638;0.522;8554.674;0.012;4196.536;0.637;44;960691.493;0.560;0;8605.11308609295;-50.439086092948855
5;25;20;45;Ca;-40812.174;0.366;8630.545;0.008;259.722;0.747;44;956186.326;0.392;0;8719.261554205044;-88.7165542050443
3;24;21;45;Sc;-41071.896;0.675;8618.931;0.015;-2062.056;0.509;44;955907.503;0.724;0;8733.508804157647;-114.57780415764682
1;23;22;45;Ti;-39009.840;0.845;8555.722;0.019;-7123.824;0.214;44;958121.211;0.907;0;8647.854835950755;-92.13283595075518
-1;22;23;45;V;-31886.016;0.872;8380.029;0.019;-12371.217;35.408;44;965768.951;0.935;0;8462.29964958437;-82.2706495843704
