N-Z;N;Z;A;Element;mass_exc;mass_exc_unc;bind_ene;bind_ene_unc;beta_ene;beta_ene_unc;atomic_mass;atomic_mass_unc;bind_ene_total;delta;bind_ene_teo;bind_ene_teo_total;Diff_bind_ene
8;57;49;106;In;-80608.150;12.226;8.4701213;0.1153;-3254.4521;13.2439;913463.596;13.125;897.8328578;1;8.631968912812601;914.9887047581357;-0.16184761281260052
6;56;50;106;Sn;-77353.698;5.091;8.4320383;0.0480;-10880.3964;9.0249;916957.394;5.465;893.7960598000001;-1;8.580060293778137;909.4863911404825;-0.14802199377813707
4;55;51;106;Sb;-66473.301;7.452;8.3220124;0.0703;-8253.5423;100.8163;928637.979;8.000;882.1333144;1;8.467951494300435;897.602858395846;-0.1459390943004344
2;54;52;106;Te;-58219.759;100.541;8.2367682;0.9485;-14920;412;937498.521;107.934;873.0974292000001;-1;8.3777436589712;888.0408278509472;-0.14097545897119979
0;53;53;106;I;-43300;400;8.089;4;*;;953516;429;857.4340000000001;1;8.227335643198725;872.0975781790648;-0.13833564319872416
31;69;38;107;Sr;-28250;700;8.057;7;13720;860;969672;751;862.099;0;8.1218139053304;869.0340878703529;-0.06481390533039999
29;68;39;107;Y;-41970;500;8.178;5;12050;583;954943;537;875.046;0;8.264935575254523;884.348106552234;-0.08693557525452178
27;67;40;107;Zr;-54020;300;8.284;3;9704;300;942007;322;886.388;0;8.389247685446124;897.6495023427352;-0.10524768544612328
25;66;41;107;Nb;-63723.805;8.023;8.3670898;0.0750;8821.1703;12.2239;931589.685;8.612;895.2786086000001;0;8.494750235905205;908.9382752418569;-0.12766043590520404
23;65;42;107;Mo;-72544.975;9.223;8.442219;0.0862;6204.9921;12.6599;922119.770;9.901;903.3174329999999;0;8.581443226631766;918.214425249599;-0.13922422663176626
21;64;43;107;Tc;-78749.967;8.673;8.492897899999999;0.0811;5112.5985;11.7243;915458.437;9.310;908.7400753;0;8.649326657625805;925.4779523659611;-0.15642875762580566
19;63;44;107;Ru;-83862.565;8.673;8.5333676;0.0811;3001.1457;14.8473;909969.837;9.310;913.0703332;0;8.698400528887325;930.7288565909437;-0.16503292888732446
17;62;45;107;Rh;-86863.711;12.051;8.554103999999999;0.1126;1508.9427;12.1108;906747.975;12.937;915.2891279999999;0;8.728664840416322;933.9671379245464;-0.1745608404163228
15;61;46;107;Pd;-88372.654;1.201;8.5608946;0.0112;34.0458;2.3174;905128.058;1.289;916.0157221999999;0;8.7401195922128;935.1927963667696;-0.17922499221280042
13;60;47;107;Ag;-88406.700;2.382;8.5539012;0.0223;-1416.3741;2.5654;905091.509;2.556;915.2674284000001;0;8.732764784276757;934.405831917613;-0.17886358427675653
11;59;48;107;Cd;-86990.325;1.660;8.5333524;0.0155;-3423.6586;9.5800;906612.049;1.782;913.0687068;0;8.706600416608193;931.6062445770767;-0.1732480166081931
9;58;49;107;In;-83566.667;9.654;8.494043900000001;0.0902;-5054.4281;11.0175;910287.497;10.363;908.8626973000001;0;8.661626489207107;926.7940343451604;-0.16758258920710567
7;57;50;107;Sn;-78512.239;5.310;8.4394946;0.0496;-7858.9903;6.7377;915713.649;5.700;903.0259222;0;8.597843002073503;919.9692012218649;-0.15834840207350354
5;56;51;107;Sb;-70653.248;4.148;8.3587344;0.0388;-9996;101;924150.621;4.452;894.3845808;0;8.515249955207377;911.1317452071894;-0.1565155552073776
3;55;52;107;Te;-60657;101;8.258;1;-11227;316;934882;108;883.6059999999999;0;8.413847348608732;900.2816663011344;-0.15584734860873262
1;54;53;107;I;-49430;300;8.146;3;*;;946935;322;871.6220000000001;0;8.293635182277564;887.4189645036993;-0.147635182277563
30;69;39;108;Y;-36780;600;8.129;6;14170;721;960515;644;877.9319999999999;1;8.205310754360156;886.1735614708969;-0.076310754360156
28;68;40;108;Zr;-50950;400;8.253;4;8595;400;945303;429;891.3240000000001;-1;8.354618583988922;902.2988070708035;-0.10161858398892143
26;67;41;108;Nb;-59545.198;8.239;8.3256604;0.0763;11204.0998;12.3668;936075.604;8.844;899.1713232000001;1;8.445532125104311;912.1174695112655;-0.11987172510431066
24;66;42;108;Mo;-70749.297;9.223;8.4221581;0.0854;5173.5330;12.7262;924047.508;9.901;909.5930748000001;-1;8.557882526038718;924.2513128121815;-0.13572442603871693
22;65;43;108;Tc;-75922.831;8.769;8.4628172;0.0812;7738.5736;11.7903;918493.493;9.413;913.9842576;1;8.61183863845975;930.078572953653;-0.1490214384597497
20;64;44;108;Ru;-83661.404;8.680;8.5272267;0.0804;1369.7517;16.4699;910185.793;9.318;920.9404836;-1;8.687231610699797;938.2210139555781;-0.16000491069979716
18;63;45;108;Rh;-85031.156;13.997;8.532665699999999;0.1296;4493.0596;14.0405;908715.304;15.026;921.5278955999999;1;8.704230294426466;940.0568717980584;-0.1715645944264672
16;62;46;108;Pd;-89524.215;1.108;8.567024100000001;0.0103;-1917.4238;2.6323;903891.806;1.189;925.2386028000001;-1;8.742665837972154;944.2079105009927;-0.17564173797215332
14;61;47;108;Ag;-87606.792;2.388;8.5420262;0.0221;1645.6311;2.6386;905950.245;2.563;922.5388296000001;1;8.722707093004468;942.0523660444825;-0.18068089300446744
12;60;48;108;Cd;-89252.423;1.123;8.550019599999999;0.0104;-5132.5944;8.5845;904183.588;1.205;923.4021167999999;-1;8.724185207855797;942.2120024484261;-0.17416560785579804
10;59;49;108;In;-84119.828;8.641;8.4952516;0.0800;-2049.8794;9.8365;909693.654;9.276;917.4871727999999;1;8.667269034193751;936.0650556929252;-0.17201743419375148
8;58;50;108;Sn;-82069.949;5.382;8.4690273;0.0498;-9624.6079;7.6925;911894.290;5.778;914.6549484000001;-1;8.63178972035072;932.2332897978779;-0.1627624203507203
6;57;51;108;Sb;-72445.341;5.496;8.3726666;0.0509;-6663.6646;7.7125;922226.731;5.900;904.2479928;1;8.537916117994316;922.0949407433861;-0.1652495179943152
4;56;52;108;Te;-65781.676;5.411;8.303722100000002;0.0501;-13011;101;929380.469;5.808;896.8019868000001;-1;8.465479375456924;914.2717725493478;-0.16175727545692276
2;55;53;108;I;-52771;101;8.176;1;-10139;393;943348;109;883.008;1;8.33464834440616;900.1420211958653;-0.15864834440615994
0;54;54;108;Xe;-42632.357;379.497;8.0748886;3.5139;*;;954232.285;407.406;872.0879688;-1;8.225254173174411;888.3274507028365;-0.1503655731744118
31;70;39;109;Y;-32480;700;8.089;6;13250;860;965131;751;881.701;0;8.164497391489405;889.9302156723452;-0.07549739148940482
29;69;40;109;Zr;-45730;500;8.204;5;10960;660;950907;537;894.2360000000001;0;8.298682306196955;904.5563713754681;-0.09468230619695461
27;68;41;109;Nb;-56689.800;430.816;8.2971307;3.9524;9969.4851;430.9610;939141.000;462.500;904.3872463;0;8.41471048085181;917.2034424128473;-0.11757978085180909
25;67;42;109;Mo;-66659.285;11.179;8.381416300000001;0.1026;7623.5438;14.7805;928438.318;12.000;913.5743767000001;0;8.51258191545397;927.8714287844826;-0.131165615453968
23;66;43;109;Tc;-74282.828;9.669;8.4441796;0.0887;6455.6267;12.6574;920254.107;10.380;920.4155764;0;8.592296610003434;936.5603304903743;-0.1481170100034337
21;65;44;109;Ru;-80738.455;8.954;8.496227999999999;0.0821;4260.7958;9.8229;913323.707;9.612;926.0888519999999;0;8.653854564500204;943.2701475305222;-0.1576265645002053
19;64;45;109;Rh;-84999.251;4.040;8.5281404;0.0371;2607.2327;4.1874;908749.555;4.336;929.5673036;0;8.69725577894428;948.0008799049265;-0.16911537894428008
17;63;46;109;Pd;-87606.484;1.114;8.5448825;0.0102;1112.9469;1.4024;905950.576;1.195;931.3921925;0;8.722500253335662;950.7525276135872;-0.177617753335662
15;62;47;109;Ag;-88719.431;1.287;8.547915499999998;0.0118;-215.1002;1.7795;904755.778;1.381;931.7227894999999;0;8.729587987674346;951.5250906565037;-0.18167248767434785
13;61;48;109;Cd;-88504.330;1.536;8.5387646;0.0141;-2014.8047;4.0662;904986.697;1.649;930.7253414;0;8.71851898196034;950.318569033677;-0.17975438196033977
11;60;49;109;In;-86489.526;3.969;8.5131027;0.0364;-3859.3453;8.8866;907149.679;4.261;927.9281943;0;8.689293236193636;947.1329627451064;-0.17619053619363712
9;59;50;109;Sn;-82630.180;7.949;8.4705183;0.0729;-6379.1940;8.8074;911292.857;8.533;923.2864947;0;8.641910750374237;941.9682717907918;-0.17139245037423656
7;58;51;109;Sb;-76250.986;5.265;8.4048161;0.0483;-8535.5871;6.8502;918141.203;5.652;916.1249548999999;0;8.576371524502145;934.8244961707338;-0.17155542450214512
5;57;52;109;Te;-67715.399;4.382;8.3193305;0.0402;-10042.8941;8.0301;927304.532;4.704;906.8070244999999;0;8.492675558577357;925.7016358849319;-0.1733450585773575
3;56;53;109;I;-57672.505;6.729;8.2200164;0.0617;-11502.9589;300.1831;938086.022;7.223;895.9817876000001;0;8.390822852599875;914.5996909333863;-0.1708064525998747
1;55;54;109;Xe;-46169.546;300.108;8.1073071;2.7533;*;;950434.955;322.178;883.6964739;0;8.270813406569697;901.518661316097;-0.16350630656969756
30;70;40;110;Zr;-42220;500;8.171;5;10090;976;954675;537;898.81;-1;8.261179525455303;908.7297478000833;-0.09017952545530328
28;69;41;110;Nb;-52309.914;838.345;8.255260700000001;7.6213;12225.9002;838.6945;943843.000;900.000;908.0786770000001;1;8.362745471652302;919.9020018817532;-0.10748477165230064
26;68;42;110;Mo;-64535.814;24.219;8.359293;0.2202;6498.7491;26.0147;930717.956;26.000;919.5222299999999;-1;8.485300028954642;933.3830031850106;-0.12600702895464266
24;67;43;110;Tc;-71034.564;9.497;8.4112603;0.0863;9038.0654;12.5086;923741.263;10.195;925.238633;1;8.551179335547411;940.6297269102153;-0.13991903554741114
22;66;44;110;Ru;-80072.629;8.924;8.4863123;0.0811;2756.0638;19.4044;914038.501;9.580;933.4943529999999;-1;8.638047253245523;950.1851978570074;-0.15173495324552277
20;65;45;110;Rh;-82828.693;17.805;8.5042551;0.1619;5502.2116;17.7967;911079.745;19.114;935.468061;1;8.668239920234065;953.5063912257472;-0.1639848202340648
18;64;46;110;Pd;-88330.904;0.612;8.547163000000001;0.0056;-873.5982;1.3777;905172.878;0.657;940.1879300000002;-1;8.719421198327947;959.1363318160742;-0.17225819832794542
16;63;47;110;Ag;-87457.306;1.286;8.532108899999999;0.0117;2890.6633;1.2771;906110.724;1.380;938.5319789999999;1;8.71392722571226;958.5319948283485;-0.18181832571226053
14;62;48;110;Cd;-90347.969;0.380;8.5512755;0.0035;-3878.0000;11.5470;903007.470;0.407;940.6403049999999;-1;8.72942186420191;960.2364050622101;-0.1781463642019112
12;61;49;110;In;-86469.969;11.553;8.5089087;0.1050;-627.9769;17.9802;907170.674;12.402;935.9799569999999;1;8.688241251981996;955.7065377180195;-0.1793325519819966
10;60;50;110;Sn;-85841.993;13.777;8.4960875;0.1252;-8392.2480;15.0117;907844.835;14.790;934.569625;-1;8.66804925086742;953.4854175954162;-0.17196175086741938
8;59;51;110;Sb;-77449.745;5.962;8.4126821;0.0542;-5219.9240;8.8753;916854.283;6.400;925.3950309999999;1;8.591181999043274;945.0300198947601;-0.178499899043274
6;58;52;110;Te;-72229.821;6.575;8.358116;0.0598;-11761.9766;62.2875;922458.102;7.058;919.3927600000001;-1;8.535303358324468;938.8833694156915;-0.17718735832446697
4;57;53;110;I;-60467.844;61.940;8.244076699999999;0.5631;-8545.2075;118.4700;935085.102;66.494;906.8484369999999;1;8.422749466896093;926.5024413585702;-0.1786727668960939
2;56;54;110;Xe;-51922.636;100.988;8.159280800000001;0.9181;*;;944258.759;108.415;897.5208880000001;-1;8.331184186573058;916.4302605230364;-0.1719033865730566
31;71;40;111;Zr;-36480;600;8.118;5;12480;671;960837;644;901.0980000000001;0;8.20309783249183;910.5438594065931;-0.08509783249182945
29;70;41;111;Nb;-48960;300;8.223;3;10980;300;947439;322;912.753;0;8.328838767452277;924.5011031872027;-0.10583876745227627
27;69;42;111;Mo;-59939.813;12.578;8.3152932;0.1133;9084.8620;6.7999;935651.966;13.503;922.9975451999999;0;8.437041551768884;936.5116122463461;-0.12174835176888443
25;68;43;111;Tc;-69024.675;10.582;8.390090599999999;0.0953;7760.6500;13.8477;925898.966;11.359;931.3000565999998;0;8.527706185441648;946.5753865840229;-0.1376155854416492
23;67;44;111;Ru;-76785.325;9.682;8.4529582;0.0872;5518.5456;11.8621;917567.566;10.394;938.2783602;0;8.600832668470572;954.6924262002335;-0.1478744684705724
21;66;45;111;Rh;-82303.871;6.853;8.4956267;0.0617;3682.0153;6.8899;911643.164;7.356;943.0145637;0;8.656421000855653;960.8627310949776;-0.1607943008556525
19;65;46;111;Pd;-85985.886;0.731;8.5217498;0.0066;2229.5607;1.5721;907690.358;0.785;945.9142278;0;8.694471182596892;965.086301268255;-0.17272138259689207
17;64;47;111;Ag;-88215.447;1.459;8.5347878;0.0131;1036.8000;1.4142;905296.827;1.565;947.3614458000001;0;8.71498321369429;967.3631367200663;-0.1801954136942907
15;63;48;111;Cd;-89252.247;0.357;8.537080099999999;0.0032;-860.1972;3.4170;904183.776;0.383;947.6158910999999;0;8.717957094147849;967.6932374504112;-0.18087699414784986
13;62;49;111;In;-88392.050;3.424;8.5222824;0.0308;-2453.4692;6.3368;905107.236;3.675;945.9733464;0;8.703392823957563;966.0766034592895;-0.18111042395756272
11;61;50;111;Sn;-85938.581;5.336;8.493131;0.0481;-5101.8340;10.3337;907741.143;5.728;942.737541;0;8.671290403123436;962.5132347467014;-0.17815940312343592
9;60;51;111;Sb;-80836.747;8.849;8.4401203;0.0797;-7249.2597;10.9370;913218.187;9.500;936.8533533;0;8.621649831645467;957.0031313126468;-0.1815295316454666
7;59;52;111;Te;-73587.487;6.427;8.367763499999999;0.0579;-8633.6922;7.9943;921000.587;6.900;928.8217484999999;0;8.554471109523657;949.546293157126;-0.1867076095236584
5;58;53;111;I;-64953.795;4.754;8.2829343;0.0428;-10434;116;930269.236;5.103;919.4057073000001;0;8.469754236758003;940.1427202801384;-0.18681993675800257
3;57;54;111;Xe;-54520;115;8.182;1;-11620;231;941470;124;908.202;0;8.367499213348509;928.7924126816845;-0.18549921334850872
1;56;55;111;Cs;-42900;200;8.07;2;*;;953945;215;895.77;0;8.247706039295176;915.4953703617646;-0.1777060392951757
32;72;40;112;Zr;-32420;700;8.081;6;11650;761;965196;751;905.0719999999999;-1;8.163095484862401;914.2666943045889;-0.08209548486240159
30;71;41;112;Nb;-44070;300;8.178;3;13410;361;952689;322;915.9360000000001;1;8.274510499312603;926.7451759230115;-0.09651049931260225
28;70;42;112;Mo;-57480;200;8.291;2;7779;200;938293;215;928.5920000000001;-1;8.406481018089142;941.525874025984;-0.11548101808914168
26;69;43;112;Tc;-65258.932;5.515;8.3536217;0.0492;10371.9409;11.0602;929941.658;5.920;935.6056304;1;8.483414146590173;950.1423844180994;-0.12979244659017297
24;68;44;112;Ru;-75630.873;9.600;8.4392431;0.0857;4100.1790;45.1185;918806.922;10.305;945.1952272000001;-1;8.580902779417539;961.0611112947643;-0.141659679417538
22;67;45;112;Rh;-79731.052;44.085;8.4688666;0.3936;6589.9874;43.9269;914405.199;47.327;948.5130592;1;8.623354021969394;965.8156504605722;-0.15448742196939413
20;66;46;112;Pd;-86321.039;6.546;8.5207205;0.0584;262.6897;6.9799;907330.557;7.027;954.320696;-1;8.686360768847587;972.8724061109298;-0.16564026884758754
18;65;47;112;Ag;-86583.729;2.422;8.5160807;0.0216;3991.1283;2.4348;907048.548;2.600;953.8010383999999;1;8.69433012545027;973.7649740504302;-0.17824942545026978
16;64;48;112;Cd;-90574.857;0.250;8.544730600000001;0.0022;-2584.7306;4.2434;902763.896;0.268;957.0098272000001;-1;8.722854986379287;976.9597584744802;-0.1781243863792863
14;63;49;112;In;-87990.127;4.251;8.5146674;0.0380;664.9224;4.2434;905538.718;4.563;953.6427488;1;8.696342457032797;973.9903551876732;-0.18167505703279652
12;62;50;112;Sn;-88655.049;0.294;8.513618899999999;0.0026;-7056.0760;17.8317;904824.894;0.315;953.5253167999999;-1;8.690385432012643;973.323168385416;-0.17676653201264436
10;61;51;112;Sb;-81598.973;17.829;8.443633;0.1592;-4031.4550;19.7019;912399.903;19.140;945.686896;1;8.62939101671698;966.4917938723017;-0.18575801671697967
8;60;52;112;Te;-77567.518;8.383;8.4006527;0.0749;-10504.1795;13.2390;916727.848;9.000;940.8731024;-1;8.58895210574765;961.9626358437367;-0.18829940574764947
6;59;53;112;I;-67063.339;10.246;8.299880100000001;0.0915;-7036.9910;13.1754;928004.548;11.000;929.5865712000001;1;8.493475804502811;951.2692901043149;-0.19359570450281005
4;58;54;112;Xe;-60026.348;8.283;8.2300646;0.0740;-13612;116;935559.068;8.891;921.7672352000001;-1;8.41855500758431;942.8781608494427;-0.18849040758430924
2;57;55;112;Cs;-46415;116;8.102;1;*;;950172;124;907.424;1;8.2885968203903;928.3228438837136;-0.18659682039029946
33;73;40;113;Zr;-26340;300;8.027;3;13870;500;971723;322;907.0509999999999;0;8.103197446575075;915.6613114629835;-0.0761974465750761
31;72;41;113;Nb;-40210;400;8.143;4;12440;500;956833;429;920.1590000000001;0;8.237903881182174;930.8831385735856;-0.09490388118217297
29;71;42;113;Mo;-52650;300;8.246;3;10162;300;943478;322;931.798;0;8.355658895951104;944.1894552424747;-0.10965889595110312
27;70;43;113;Tc;-62811.549;3.353;8.329465200000001;0.0297;9056.2674;38.4285;932569.032;3.600;941.2295676000001;0;8.456462490881862;955.5802614696504;-0.12699729088186018
25;69;44;113;Ru;-71867.816;38.282;8.4026857;0.3388;6899.1276;38.9406;922846.729;41.097;949.5034840999999;0;8.540314665974444;965.0555572551121;-0.13762896597444474
23;68;45;113;Rh;-78766.944;7.132;8.4568165;0.0631;4823.5559;9.8809;915440.212;7.656;955.6202645000001;0;8.607215421228855;972.6153425988606;-0.15039892122885412
21;67;46;113;Pd;-83590.500;6.947;8.4925795;0.0615;3436.3252;18.0341;910261.912;7.458;959.6614834999999;0;8.657164756645091;978.2596175008953;-0.1645852566450916
19;66;47;113;Ag;-87026.825;16.643;8.516066;0.1473;2016.4615;16.6410;906572.865;17.866;962.315458;0;8.690162672223158;981.9883819612169;-0.1740966722231576
17;65;48;113;Cd;-89043.286;0.245;8.5269874;0.0022;323.8370;0.2653;904408.105;0.262;963.5495761999999;0;8.70620916796305;983.8016359798247;-0.17922176796305145
15;64;49;113;In;-89367.123;0.188;8.5229297;0.0017;-1038.9941;1.5733;904060.451;0.202;963.0910561000001;0;8.705304243864768;983.6993795567188;-0.1823745438647677
13;63;50;113;Sn;-88328.129;1.575;8.5068117;0.0139;-3911.1637;17.1206;905175.857;1.690;961.2697221;0;8.687447899928316;981.6816126918997;-0.18063619992831548
11;62;51;113;Sb;-84416.966;17.193;8.4652762;0.1521;-6069.9281;32.8102;909374.664;18.457;956.5762106;0;8.65264013615369;977.7483353853671;-0.18736393615369096
9;61;52;113;Te;-78347.037;27.945;8.4046366;0.2473;-7227.5210;29.0704;915891.000;30.000;949.7239357999999;0;8.600880952540892;971.8995476371208;-0.19624435254089256
7;60;53;113;I;-71119.517;8.011;8.333752800000001;0.0709;-8915.8902;10.5334;923650.062;8.600;941.7140664000001;0;8.53217034908992;964.135249447161;-0.19841754908991938
5;59;54;113;Xe;-62203.626;6.840;8.2479277;0.0605;-10439.0876;10.9702;933221.663;7.342;932.0158301;0;8.446508325800776;954.4554408154877;-0.1985806258007763
3;58;55;113;Cs;-51764.539;8.577;8.148622999999999;0.0759;-12055;300;944428.484;9.207;920.7943989999999;0;8.34389488267346;942.860121742101;-0.1952718826734614
1;57;56;113;Ba;-39710;300;8.035;3;*;;957370;322;907.955;0;8.22433001970797;929.3492922270007;-0.18933001970797037
32;73;41;114;Nb;-34960;500;8.097;4;14720;583;962469;537;923.058;1;8.181552952223917;932.6970365535266;-0.0845529522239179
30;72;42;114;Mo;-49680;300;8.219;3;8920;527;946666;322;936.9659999999999;-1;8.322214504493777;948.7324535122906;-0.10321450449377778
28;71;43;114;Tc;-58600.294;433.145;8.290259899999999;3.7995;11620.9190;433.1594;937090.000;465.000;945.0896285999999;1;8.409400561234477;958.6716639807304;-0.11914066123447853
26;70;44;114;Ru;-70221.213;3.556;8.3853351;0.0312;5489.0622;71.6432;924614.430;3.817;955.9282014;-1;8.516723480970334;970.9064768306181;-0.13138838097033378
24;69;45;114;Rh;-75710.275;71.561;8.426622100000001;0.6277;7780.0712;71.8915;918721.680;76.824;960.6349194000002;1;8.570570905177034;977.0450831901818;-0.14394880517703257
22;68;46;114;Pd;-83490.346;6.948;8.488005600000001;0.0610;1440.4642;8.3133;910369.430;7.459;967.6326384000001;-1;8.64455519237889;985.4792919311935;-0.1565495923788891
20;67;47;114;Ag;-84930.811;4.564;8.493778599999999;0.0400;5084.1233;4.5727;908823.029;4.900;968.2907603999998;1;8.665063984051589;987.8172941818812;-0.17128538405158977
18;66;48;114;Cd;-90014.934;0.276;8.531513499999999;0.0024;-1445.1268;0.3817;903364.998;0.296;972.5925389999999;-1;8.705709638719446;992.4508988140168;-0.17419613871944684
16;65;49;114;In;-88569.807;0.301;8.511974200000001;0.0027;1989.9281;0.3018;904916.405;0.323;970.3650588000002;1;8.692879797858142;990.9882969558282;-0.18090559785814087
14;64;50;114;Sn;-90559.735;0.029;8.5225671;0.0004;-6063.1189;19.7724;902780.130;0.031;971.5726493999999;-1;8.700186819991998;991.8212974790878;-0.17761971999199844
12;63;51;114;Sb;-84496.616;19.772;8.4625191;0.1734;-2606.9398;31.4275;909289.155;21.226;964.7271774;1;8.654018346596693;986.558091512023;-0.1914992465966936
10;62;52;114;Te;-81889.676;24.428;8.432788500000001;0.2143;-9250.7417;31.5883;912087.820;26.224;961.3378890000001;-1;8.627986736196547;983.5904879264064;-0.1951982361965463
